;client_id;gender;age;Region;account_year;Owner_account;Disponent_account;Credit_amount;Withdrawal_amount;Balance_amount;Avg_trans_permonth;Weekday_Transaction;Weekend_Transaction;collect_otherbank;remit_otherbank;others;oldage_pension;insurance_payment;negative_payment;household;payment_statement;credit_interest;loan_payment;statement_monthly;statement_transaction;statement_weekly;AutoDebit_Freq;loan_amount;loan_duration;Loan_complete_paid;Loan_complete_unpaid;Loan_Contract_running;Loan_client_debt;Years_creditcard;classic;gold;junior;Region_AvgUnemploymentRate_96;Region_AvgSalary;Region_AvgCrimeRate_96
2987;3152;M;63;Prague;1997;1.0;0.0;11940.823809523808;8421.781818181817;38316.8;9835.851323953822;69;28;0.0;20.0;0.0;0.0;0.0;0.0;0.0;15.0;20.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
2988;3153;M;75;west Bohemia;1993;1.0;0.0;2515.093700787401;1305.181739130435;19225.0;1728.4137872261842;258;99;118.0;63.0;59.0;63.0;0.0;0.0;59.0;58.0;63.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
2989;3154;F;73;west Bohemia;1993;0.0;1.0;2515.093700787401;1305.181739130435;19225.0;1728.4137872261842;258;99;118.0;63.0;59.0;63.0;0.0;0.0;59.0;58.0;63.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
2990;3155;F;26;east Bohemia;1996;1.0;0.0;1628.5526315789475;1159.4298507462686;15145.5;1394.4717961858403;89;35;23.0;28.0;0.0;0.0;0.0;0.0;23.0;23.0;28.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
2991;3156;F;45;north Moravia;1994;1.0;0.0;5669.020370370367;4396.006399999996;62753.3;5119.766080873139;171;62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;53.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
2992;3157;F;57;Prague;1993;1.0;0.0;10863.552671755728;5726.617959183676;20103.4;7710.774972639775;269;107;60.0;0.0;0.0;0.0;0.0;0.0;60.0;59.0;64.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
2993;3158;F;59;Prague;1993;1.0;0.0;1607.3186991869923;829.4920930232565;19359.3;1106.9524249569042;243;95;116.0;63.0;58.0;0.0;0.0;0.0;58.0;58.0;59.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
2994;3159;M;69;west Bohemia;1993;1.0;0.0;3374.774264705882;1994.494883720928;30152.5;2548.4109605205626;250;101;64.0;69.0;0.0;69.0;0.0;0.0;64.0;64.0;66.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
2995;3160;M;48;south Bohemia;1996;1.0;0.0;6169.2953125;3944.0399999999986;39871.2;4827.381275009712;111;43;26.0;0.0;0.0;0.0;0.0;0.0;26.0;26.0;31.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
2996;3161;M;19;south Moravia;1993;1.0;0.0;3147.808641975308;2198.4423076923053;52668.6;2609.6490836208955;263;107;60.0;0.0;0.0;0.0;0.0;0.0;60.0;60.0;65.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
2997;3162;M;39;south Moravia;1995;1.0;0.0;2331.037647058823;1862.1306122448993;15649.0;2059.7577319240786;125;58;33.0;0.0;0.0;0.0;0.0;0.0;33.0;33.0;38.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
2998;3163;F;35;Prague;1996;1.0;0.0;5719.843589743589;4119.314851485146;30097.0;4883.941140116238;123;56;31.0;0.0;0.0;0.0;0.0;0.0;24.0;23.0;28.0;7.0;1.0;0.0;0.0;2.0;136344.0;24.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
2999;3164;M;37;Prague;1996;0.0;1.0;5719.843589743589;4119.314851485146;30097.0;4883.941140116238;123;56;31.0;0.0;0.0;0.0;0.0;0.0;24.0;23.0;28.0;7.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3000;3165;F;23;central Bohemia;1993;1.0;0.0;2728.9632183908057;2094.221761658029;70654.8;2368.172884964587;260;107;58.0;0.0;0.0;0.0;0.0;0.0;58.0;58.0;63.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3001;3166;M;44;west Bohemia;1996;1.0;0.0;13759.437333333335;7795.708064516125;65289.9;10109.48325734286;138;61;29.0;33.0;0.0;0.0;0.0;0.0;29.0;28.0;33.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3002;3167;F;56;east Bohemia;1996;1.0;0.0;18077.448888888885;11017.825174825175;51421.4;14027.09498778159;160;73;28.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;30.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3003;3170;M;78;north Moravia;1994;1.0;0.0;2437.659223300971;1215.1202127659585;22635.9;1635.366548548606;207;84;93.0;51.0;47.0;51.0;0.0;0.0;46.0;46.0;51.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3004;3171;F;75;north Moravia;1994;0.0;1.0;2437.659223300971;1215.1202127659585;22635.9;1635.366548548606;207;84;93.0;51.0;47.0;51.0;0.0;0.0;46.0;46.0;51.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3005;3172;M;48;south Moravia;1994;1.0;0.0;15121.732484076432;11427.336231884059;8653.2;12780.906708353752;253;111;0.0;0.0;0.0;0.0;0.0;1.0;0.0;57.0;59.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3006;3173;F;53;south Moravia;1996;1.0;0.0;9680.281034482761;6955.618918918916;46740.3;8347.442308501682;95;37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;28.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3007;3174;M;47;south Moravia;1996;0.0;1.0;9680.281034482761;6955.618918918916;46740.3;8347.442308501682;95;37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;28.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3008;3175;F;49;south Moravia;1995;1.0;0.0;10491.431081081082;6959.370093457939;31713.0;8686.012139003713;127;54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;36.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3009;3176;M;62;Prague;1996;1.0;0.0;1859.5396825396829;945.1011494252875;34927.3;1377.0254044913418;107;43;29.0;33.0;0.0;0.0;0.0;0.0;29.0;28.0;29.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3010;3177;M;61;west Bohemia;1993;1.0;0.0;7736.580821917807;2551.6296650717672;62959.3;3925.4504994983345;406;158;202.0;0.0;67.0;0.0;67.0;0.0;68.0;67.0;72.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3011;3178;F;30;west Bohemia;1996;1.0;0.0;20350.621052631577;19246.661016949165;48864.8;19405.766934088228;162;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;34.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3012;3179;F;51;east Bohemia;1997;1.0;0.0;10514.426666666666;7904.692857142859;94101.2;9299.077003968256;41;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3013;3180;M;55;east Bohemia;1997;0.0;1.0;10514.426666666666;7904.692857142859;94101.2;9299.077003968256;41;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;14.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3014;3181;M;56;west Bohemia;1996;1.0;0.0;16006.116666666669;9934.369369369366;49725.2;12602.111230755456;126;57;0.0;35.0;0.0;0.0;0.0;0.0;0.0;30.0;35.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3015;3182;F;74;south Bohemia;1996;1.0;0.0;2644.3978723404257;1791.7586206896556;20364.6;2215.810271140896;71;34;20.0;25.0;0.0;25.0;0.0;0.0;20.0;20.0;21.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3016;3183;M;19;north Moravia;1997;1.0;0.0;9580.404081632654;5547.316883116882;42296.3;7261.0138227513235;84;42;19.0;0.0;0.0;0.0;0.0;0.0;19.0;19.0;24.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5.697272727272727;9049.181818181818;6174.272727272727
3017;3184;F;40;central Bohemia;1994;1.0;0.0;10902.616964285713;3719.9016393442607;86522.9;5737.825193809037;299;118;150.0;0.0;50.0;0.0;50.0;0.0;50.0;50.0;55.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3018;3185;F;27;south Bohemia;1993;1.0;0.0;13101.786231884053;6539.6958801498195;61947.4;9028.880812543288;292;113;63.0;0.0;0.0;0.0;0.0;0.0;63.0;63.0;68.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3019;3186;F;44;Prague;1996;1.0;0.0;7604.366153846156;4989.143529411763;70206.7;6031.05408022533;106;44;23.0;0.0;0.0;0.0;0.0;0.0;23.0;22.0;27.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.43;12541.0;99107.0
3020;3187;M;47;central Bohemia;1993;1.0;0.0;11632.00217391304;5741.860769230773;112332.5;7936.772218563309;284;114;64.0;0.0;0.0;0.0;0.0;0.0;64.0;63.0;68.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3021;3188;F;23;north Moravia;1995;1.0;0.0;6924.098888888889;2634.868936170211;3974.8;3810.2720512201;231;94;114.0;0.0;39.0;0.0;37.0;1.0;38.0;38.0;43.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3022;3190;F;79;Prague;1997;1.0;0.0;2473.14;1114.5698113207543;27487.6;1668.9558396927148;63;25;25.0;17.0;12.0;17.0;0.0;0.0;13.0;12.0;17.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3023;3191;F;24;south Moravia;1993;1.0;0.0;5821.723026315789;2109.948387096772;34591.9;3094.0235505566384;396;159;249.0;0.0;125.0;0.0;62.0;0.0;62.0;62.0;67.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3024;3192;M;60;central Bohemia;1997;1.0;0.0;17934.06530612245;10202.012499999997;62608.1;12586.674314944315;91;38;30.0;0.0;10.0;0.0;10.0;0.0;10.0;10.0;16.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3025;3193;F;49;west Bohemia;1993;1.0;0.0;6439.654761904763;3772.438610038606;104800.1;4860.241045150902;307;120;66.0;0.0;0.0;0.0;0.0;0.0;66.0;66.0;71.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3026;3194;F;24;east Bohemia;1993;1.0;0.0;3624.841904761904;3186.435514018691;39658.9;3431.4573184493097;142;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;63.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3027;3195;F;28;central Bohemia;1993;1.0;0.0;5230.402547770702;1935.1269922879158;68408.6;2883.783406117546;391;155;238.0;0.0;119.0;0.0;59.0;0.0;60.0;59.0;64.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3028;3196;F;21;north Moravia;1996;1.0;0.0;8950.573239436617;4852.285217391302;77477.6;6514.707515153149;134;52;28.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;33.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3029;3197;M;41;Prague;1993;1.0;0.0;19394.560714285715;9747.96159420291;24800.5;13201.822227012517;301;115;64.0;69.0;0.0;0.0;0.0;0.0;64.0;64.0;69.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.43;12541.0;99107.0
3030;3198;F;46;Prague;1993;0.0;1.0;19394.560714285715;9747.96159420291;24800.5;13201.822227012517;301;115;64.0;69.0;0.0;0.0;0.0;0.0;64.0;64.0;69.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3031;3199;F;42;Prague;1996;1.0;0.0;10982.832786885248;4874.215748031494;50927.2;6927.10423511146;129;59;49.0;0.0;25.0;0.0;0.0;0.0;24.0;24.0;29.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3032;3200;M;45;Prague;1996;0.0;1.0;10982.832786885248;4874.215748031494;50927.2;6927.10423511146;129;59;49.0;0.0;25.0;0.0;0.0;0.0;24.0;24.0;29.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3033;3201;F;46;south Moravia;1997;1.0;0.0;12356.232653061223;5368.660606060604;73958.0;7805.897473425267;103;45;39.0;0.0;20.0;0.0;0.0;0.0;19.0;19.0;24.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3034;3202;M;77;south Moravia;1994;1.0;0.0;3200.179807692308;1872.9154761904758;18168.5;2439.078170845864;191;81;49.0;53.0;0.0;53.0;0.0;0.0;49.0;48.0;50.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3035;3203;F;40;Prague;1996;1.0;0.0;10161.958333333332;3921.7459459459437;29299.0;5391.637310677287;150;58;75.0;0.0;25.0;0.0;25.0;0.0;25.0;24.0;28.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3036;3204;M;43;Prague;1996;0.0;1.0;10161.958333333332;3921.7459459459437;29299.0;5391.637310677287;150;58;75.0;0.0;25.0;0.0;25.0;0.0;25.0;24.0;28.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3037;3205;F;78;Prague;1997;1.0;0.0;2771.317073170732;1104.4216216216219;31896.7;1745.6549235949233;82;33;34.0;22.0;17.0;22.0;0.0;0.0;17.0;17.0;18.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3038;3206;M;78;Prague;1997;0.0;1.0;2771.317073170732;1104.4216216216219;31896.7;1745.6549235949233;82;33;34.0;22.0;17.0;22.0;0.0;0.0;17.0;17.0;18.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3039;3207;F;74;south Moravia;1996;1.0;0.0;2152.1636363636358;1408.1125000000002;28249.7;1753.948871082621;86;33;22.0;27.0;0.0;27.0;0.0;0.0;22.0;22.0;27.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3040;3208;M;52;west Bohemia;1997;1.0;0.0;1997.6652173913042;604.3121951219512;21169.6;1596.417757936508;45;19;27.0;13.0;9.0;0.0;9.0;0.0;9.0;8.0;9.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3041;3209;F;60;west Bohemia;1997;0.0;1.0;1997.6652173913042;604.3121951219512;21169.6;1596.417757936508;45;19;27.0;13.0;9.0;0.0;9.0;0.0;9.0;8.0;9.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3042;3210;M;36;south Bohemia;1996;1.0;0.0;3867.413513513514;2797.7767441860483;45579.7;3294.4189871267067;111;49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;33.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3043;3211;F;32;south Bohemia;1993;1.0;0.0;17419.93950617284;12418.785777777777;27803.4;14503.066194381381;269;118;0.0;0.0;0.0;0.0;0.0;4.0;48.0;50.0;56.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3044;3213;M;58;Prague;1997;1.0;0.0;4435.892;3038.4272727272737;21258.2;3684.797992909868;84;32;17.0;0.0;0.0;0.0;0.0;0.0;17.0;17.0;22.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3045;3214;M;77;north Moravia;1994;1.0;0.0;2875.583177570095;1855.2666666666673;29397.3;2322.4101062600653;180;77;50.0;55.0;0.0;55.0;0.0;0.0;50.0;50.0;51.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3046;3215;F;63;south Moravia;1995;1.0;0.0;3302.3043478260875;1892.3580419580433;33204.7;2509.1674004130637;172;63;42.0;47.0;0.0;47.0;0.0;0.0;42.0;42.0;44.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3047;3216;M;40;south Moravia;1994;1.0;0.0;8084.242276422764;3242.805693950175;83132.9;4770.8274364724675;281;123;110.0;0.0;55.0;0.0;0.0;0.0;55.0;54.0;59.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3048;3217;M;22;south Moravia;1993;1.0;0.0;2319.8027397260275;2726.681564245808;19960.5;2560.374366121846;283;115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;62.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3049;3218;M;34;east Bohemia;1993;1.0;0.0;1479.1368794326238;730.5708812260544;17879.1;1002.6698925327297;296;106;130.0;70.0;65.0;0.0;0.0;0.0;65.0;65.0;70.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3050;3219;F;40;east Bohemia;1993;0.0;1.0;1479.1368794326238;730.5708812260544;17879.1;1002.6698925327297;296;106;130.0;70.0;65.0;0.0;0.0;0.0;65.0;65.0;70.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3051;3220;M;42;west Bohemia;1993;1.0;0.0;1715.8289256198345;1072.189411764707;25342.8;1364.4122031239929;204;87;58.0;62.0;0.0;0.0;0.0;0.0;0.0;57.0;58.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3052;3221;F;46;west Bohemia;1993;0.0;1.0;1715.8289256198345;1072.189411764707;25342.8;1364.4122031239929;204;87;58.0;62.0;0.0;0.0;0.0;0.0;0.0;57.0;58.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.6460000000000004;9015.4;2586.3
3053;3222;M;22;south Bohemia;1997;1.0;0.0;7908.982499999998;4836.073333333334;26194.6;6029.902539983166;70;30;15.0;0.0;0.0;0.0;0.0;0.0;15.0;14.0;19.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3054;3225;M;42;central Bohemia;1993;1.0;0.0;13215.537062937059;6402.033217993087;39633.6;8624.093042453365;315;117;134.0;0.0;67.0;0.0;0.0;0.0;67.0;66.0;71.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3055;3226;M;48;Prague;1993;1.0;0.0;1601.5882716049384;1205.1519125683071;38914.0;1383.7145064618999;240;105;59.0;63.0;0.0;0.0;0.0;0.0;59.0;58.0;63.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;12541.0;99107.0
3056;3227;F;49;south Moravia;1997;1.0;0.0;1863.5700000000004;935.845901639344;17456.1;1316.9263726551228;69;32;33.0;21.0;17.0;0.0;0.0;0.0;16.0;16.0;18.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8285714285714287;8728.5;3845.785714285714
3057;3228;M;42;north Bohemia;1994;1.0;0.0;6637.761290322584;2844.6870503597092;32258.8;4056.87849229617;290;112;112.0;0.0;56.0;0.0;0.0;0.0;56.0;55.0;60.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.857000000000001;9334.2;4838.0
3058;3229;M;20;east Bohemia;1995;1.0;0.0;2998.8294736842104;2587.970873786409;18327.6;2768.4359375663694;139;59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;39.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
3059;3230;F;17;Prague;1994;1.0;0.0;4873.21884057971;4225.884210526316;15084.3;4229.784772517788;102;43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;52.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.43;12541.0;99107.0
3060;3231;M;38;south Bohemia;1993;1.0;0.0;8055.109395973154;2869.559296482411;58126.2;4320.795503905441;389;158;199.0;0.0;67.0;0.0;66.0;0.0;66.0;66.0;71.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81375;8831.5;2271.625
3061;3232;M;23;central Bohemia;1996;1.0;0.0;10604.599999999999;3700.6825806451593;41461.0;5571.690243823407;156;57;93.0;0.0;47.0;0.0;23.0;0.0;23.0;23.0;28.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8783333333333334;9357.25;3620.583333333334
3062;3233;M;19;Prague;1997;1.0;0.0;20141.765714285717;12372.311538461536;61601.5;15313.620565175564;55;32;0.0;17.0;0.0;0.0;0.0;0.0;0.0;12.0;17.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.43;12541.0;99107.0
3063;3234;F;80;north Moravia;1997;1.0;0.0;3500.903030303031;2141.2300000000005;29880.3;2836.7280916305913;50;23;12.0;17.0;0.0;17.0;0.0;0.0;12.0;12.0;15.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.697272727272727;9049.181818181818;6174.272727272727
3064;3235;F;49;east Bohemia;1995;1.0;0.0;8458.920175438596;6782.98592592592;48613.7;7531.969026158047;176;73;0.0;46.0;0.0;0.0;0.0;1.0;0.0;41.0;46.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.983636363636364;8611.181818181818;2786.0
